Date,fdate,ltr60_AR_1,ltr60_AR_2,ltr60_AR_3,ltr60_AR_4,ltr60_AR_5,ltr60_TR_1,ltr60_TR_2,ltr60_TR_3,ltr60_TR_4,ltr60_TR_5,ltr60_AR_Sig,ltr60_TR_Sig,ltr60_AR_130,ltr60_TR_130,ltr60_TR_BP,ltr60_TR_LO,ltr60_CAR_1,ltr60_CAR_2,ltr60_CAR_3,ltr60_CAR_4,ltr60_CAR_5,ltr60_CTR_1,ltr60_CTR_2,ltr60_CTR_3,ltr60_CTR_4,ltr60_CTR_5,ltr60_CAR_LS,ltr60_CTR_LS,ltr60_CAR_SW,ltr60_CTR_SW,ltr60_CTR_BP,ltr60_CTR_LO,ltr60_CXR_LO,ltr60_CTR_13,ltr60_CADD,ltr60_CTDD
2013/12/31,2013/11/30,-0.37%,0.64%,0.05%,-0.36%,-1.67%,2.62%,3.47%,2.90%,2.40%,1.00%,-0.95%,-0.76%,-0.93%,2.12%,2.61%,2.35%,100,114,86,118,134,183,270,188,244,232,32.21%,39.30%,96.91%,180.5%,95.56%,556.7%,282.4%,742.9%,-18.66%,-7.79%
2014/01/31,2013/12/31,-0.88%,1.30%,1.05%,0.02%,-0.31%,-3.81%,-2.16%,-2.43%,-3.71%,-3.77%,3.16%,3.70%,5.18%,2.44%,-3.13%,1.33%,99,115,87,118,134,176,264,184,235,223,32.95%,39.35%,103.1%,190.9%,89.43%,565.5%,299.5%,763.5%,-16.09%,-4.37%
2014/02/28,2014/01/31,0.94%,-0.36%,-0.24%,0.16%,-0.40%,5.93%,4.27%,4.34%,4.65%,3.98%,-0.76%,-0.94%,-0.39%,4.39%,4.67%,4.67%,100,115,86,119,134,186,275,192,246,232,31.17%,36.63%,101.6%,188.2%,98.28%,596.6%,299.5%,801.4%,-16.73%,-5.27%
2014/03/31,2014/02/28,-0.50%,-2.64%,1.58%,1.10%,0.86%,-1.04%,-1.67%,1.13%,2.12%,1.79%,2.35%,2.64%,1.62%,1.81%,0.51%,1.02%,100,112,88,120,135,184,270,194,251,236,32.96%,40.49%,106.3%,195.8%,99.29%,603.6%,301.5%,817.7%,-14.78%,-2.77%
2014/04/30,2014/03/31,0.14%,0.63%,-0.31%,0.68%,0.72%,-0.71%,-0.74%,-0.73%,1.19%,0.95%,-0.93%,0.07%,-0.99%,-3.64%,-0.02%,-3.66%,100,113,87,121,136,183,268,192,254,239,33.73%,42.84%,104.4%,196.0%,99.24%,577.9%,286.9%,784.3%,-15.57%,-2.70%
2014/05/31,2014/04/30,1.65%,-0.13%,0.07%,-0.90%,0.05%,3.69%,1.78%,2.00%,1.16%,1.67%,-0.84%,-0.90%,-1.13%,-0.68%,2.10%,-0.41%,101,112,88,120,136,190,273,196,257,243,31.59%,39.95%,102.7%,193.3%,103.4%,575.1%,277.2%,778.2%,-16.28%,-3.58%
2014/06/30,2014/05/31,-0.52%,-0.20%,0.63%,-0.60%,-0.40%,2.85%,2.57%,3.10%,1.83%,1.83%,-0.70%,-0.87%,-1.79%,3.52%,2.50%,3.78%,101,112,88,119,135,195,280,202,262,247,31.76%,38.52%,101.2%,190.8%,108.5%,600.6%,282.0%,809.1%,-16.87%,-4.42%
2014/07/31,2014/06/30,0.93%,-0.60%,0.56%,-0.29%,1.53%,-1.63%,-2.64%,-1.90%,-2.00%,-0.97%,0.38%,0.93%,1.50%,-3.55%,-1.95%,-3.83%,102,111,89,119,137,192,273,198,257,245,32.55%,39.43%,102.0%,193.5%,104.4%,573.8%,274.9%,776.9%,-16.56%,-3.53%
2014/08/31,2014/07/31,0.24%,-0.04%,0.43%,-0.04%,-2.58%,5.16%,3.94%,4.41%,3.87%,1.70%,-1.63%,-1.33%,-2.23%,3.09%,4.18%,3.49%,102,111,89,119,134,202,284,207,266,249,28.81%,34.61%,98.72%,189.6%,113.0%,597.3%,272.3%,804.0%,-17.92%,-4.81%
2014/09/30,2014/08/31,-1.15%,0.72%,-0.46%,0.67%,0.38%,-2.76%,-1.35%,-2.07%,-1.70%,-3.58%,-1.63%,-2.04%,-2.05%,-7.37%,-2.09%,-6.76%,101,112,89,119,134,196,280,203,262,240,30.79%,33.50%,95.47%,183.7%,108.5%,550.2%,254.9%,737.4%,-19.26%,-6.75%
2014/10/31,2014/09/30,0.57%,0.13%,1.12%,-0.68%,-1.09%,4.16%,2.86%,2.61%,1.13%,2.01%,-3.86%,-4.38%,-6.45%,-0.91%,2.74%,0.40%,101,112,90,118,133,204,288,208,265,245,28.62%,30.63%,87.92%,171.3%,114.2%,552.8%,246.6%,729.7%,-22.38%,-10.84%
2014/11/30,2014/10/31,-0.80%,0.49%,-0.64%,1.23%,1.34%,3.16%,2.52%,1.94%,2.52%,1.92%,-0.69%,-1.72%,-2.00%,-1.57%,2.53%,-1.05%,101,113,89,120,135,211,295,212,272,249,31.36%,29.00%,86.62%,166.6%,119.7%,545.9%,234.2%,716.7%,-22.91%,-12.38%
2014/12/31,2014/11/30,0.64%,0.32%,-0.32%,-0.37%,0.54%,-0.25%,0.52%,-0.44%,-0.21%,1.74%,-2.51%,-0.98%,-3.05%,0.37%,-0.03%,0.66%,101,113,89,120,135,210,297,211,271,254,31.24%,31.58%,81.94%,164.0%,119.6%,550.2%,236.5%,719.7%,-24.85%,-13.24%
2015/01/31,2014/12/31,1.65%,-0.31%,0.92%,-0.90%,-0.97%,-0.35%,-2.82%,-2.36%,-4.82%,-6.82%,-0.13%,-2.00%,1.23%,-4.32%,-2.75%,-3.72%,103,113,89,118,134,209,288,206,258,236,27.81%,23.06%,81.70%,158.7%,113.6%,526.0%,233.2%,684.3%,-24.95%,-14.98%
2015/02/28,2015/01/31,-0.02%,-1.12%,-0.12%,0.46%,-1.10%,6.77%,4.54%,5.26%,6.16%,5.63%,0.76%,0.64%,1.07%,7.42%,5.76%,7.23%,103,112,89,119,132,224,301,217,274,250,26.44%,21.66%,83.08%,160.3%,125.9%,571.3%,238.1%,742.5%,-24.38%,-14.43%
2015/03/31,2015/02/28,-0.01%,0.07%,-0.21%,0.10%,-1.50%,-0.43%,-0.52%,-1.13%,-1.95%,-2.66%,-2.81%,-3.24%,-3.16%,-2.57%,-1.06%,-1.60%,103,112,89,119,130,223,300,215,268,243,24.56%,18.95%,77.94%,151.9%,123.5%,560.6%,236.3%,720.9%,-26.50%,-17.20%
2015/04/30,2015/03/31,0.27%,-0.13%,0.22%,0.01%,0.27%,-0.97%,0.15%,-0.53%,2.74%,2.58%,0.72%,3.46%,1.38%,2.69%,0.40%,1.65%,103,112,89,119,131,220,300,214,276,249,24.56%,23.18%,79.22%,160.6%,124.4%,571.5%,240.5%,743.0%,-25.97%,-14.34%
2015/05/31,2015/04/30,0.30%,-0.70%,-0.14%,-0.30%,0.20%,2.98%,0.83%,0.24%,0.26%,-0.16%,-1.74%,-3.54%,-2.14%,-1.77%,1.29%,-0.71%,103,111,89,119,131,227,303,214,277,249,24.43%,19.31%,76.11%,151.4%,127.3%,566.7%,233.7%,728.0%,-27.26%,-17.37%
2015/06/30,2015/05/31,-0.09%,-0.99%,0.09%,0.63%,-1.98%,-0.80%,-3.04%,-0.38%,-1.48%,-3.30%,-0.73%,-1.74%,-1.44%,-2.05%,-1.63%,-1.52%,103,110,89,120,129,225,293,213,272,241,22.08%,16.32%,74.82%,147.0%,123.6%,556.6%,234.1%,711.1%,-27.79%,-18.81%
2015/07/31,2015/06/30,-1.30%,1.01%,0.44%,0.38%,4.10%,2.86%,1.01%,2.13%,0.55%,-0.91%,-2.57%,-7.24%,-2.76%,-8.56%,1.67%,-6.39%,102,111,90,120,134,232,296,218,274,238,28.67%,11.93%,70.33%,129.1%,127.3%,514.6%,207.2%,641.7%,-29.64%,-24.69%
2015/08/31,2015/07/31,1.07%,-0.51%,0.17%,-1.03%,0.82%,-6.43%,-5.74%,-5.77%,-5.95%,-4.57%,0.16%,2.31%,0.53%,-2.94%,-5.98%,-3.64%,103,110,90,119,135,217,279,205,258,228,28.34%,14.01%,70.60%,134.4%,113.7%,492.3%,214.4%,619.8%,-29.53%,-22.94%
2015/09/30,2015/08/31,0.02%,1.14%,-1.00%,-0.10%,0.26%,-2.83%,-1.87%,-3.66%,-2.81%,-4.29%,-0.57%,-2.34%,-0.76%,-7.43%,-2.82%,-6.73%,103,112,89,119,135,211,274,198,250,218,28.64%,12.34%,69.63%,128.9%,107.7%,452.4%,202.1%,566.3%,-29.93%,-24.75%
2015/10/31,2015/09/30,0.58%,1.83%,0.37%,-2.30%,-0.30%,7.92%,8.89%,7.71%,5.70%,8.26%,-2.63%,-0.55%,-3.90%,4.75%,7.68%,4.92%,104,114,89,116,135,227,299,213,265,236,27.51%,12.72%,65.16%,127.7%,123.6%,479.6%,193.7%,598.0%,-31.78%,-25.16%
2015/11/30,2015/10/31,-0.74%,0.98%,-0.47%,0.84%,-1.45%,0.49%,1.01%,-0.23%,1.08%,-0.92%,-0.82%,-1.54%,-2.66%,-0.16%,0.55%,0.31%,103,115,89,117,133,228,302,212,268,234,26.60%,11.13%,63.81%,124.2%,124.8%,481.4%,193.0%,596.9%,-32.33%,-26.32%
2015/12/31,2015/11/30,-0.67%,0.25%,-0.26%,0.49%,0.03%,-1.81%,-1.84%,-2.28%,-2.56%,-2.57%,-1.36%,-2.83%,-1.43%,-6.78%,-2.07%,-5.93%,102,115,89,117,133,224,296,208,261,228,27.50%,10.28%,61.58%,117.8%,120.2%,446.9%,181.7%,549.7%,-33.26%,-28.40%
2016/01/31,2015/12/31,-0.58%,0.65%,0.17%,-0.08%,1.47%,-6.80%,-4.69%,-4.98%,-5.17%,-4.21%,-0.87%,-0.58%,-2.09%,-9.53%,-5.64%,-9.36%,102,116,89,117,135,209,282,197,247,218,30.11%,13.14%,60.17%,116.6%,107.8%,395.7%,171.2%,487.7%,-33.84%,-28.82%
2016/02/29,2016/01/31,-0.68%,1.76%,0.12%,0.29%,1.39%,-0.93%,1.20%,-0.09%,0.37%,1.47%,0.42%,1.80%,-0.28%,1.49%,-0.05%,0.95%,101,118,89,118,137,207,286,197,248,221,32.80%,15.86%,60.85%,120.5%,107.6%,400.4%,174.0%,496.5%,-33.56%,-27.53%
2016/03/31,2016/02/29,0.26%,0.42%,1.30%,0.67%,0.67%,6.55%,6.72%,6.82%,8.66%,9.32%,1.68%,4.68%,1.60%,12.22%,7.08%,10.81%,101,118,90,118,138,221,305,211,270,242,33.34%,19.07%,63.55%,130.8%,122.4%,454.5%,184.2%,569.4%,-32.44%,-24.14%
2016/04/30,2016/03/31,-0.88%,1.46%,0.61%,0.76%,0.45%,-1.18%,2.19%,1.13%,3.23%,3.51%,0.33%,3.54%,1.68%,6.22%,0.81%,5.16%,100,120,91,119,138,218,311,213,278,250,35.11%,24.65%,64.10%,139.0%,124.2%,483.1%,196.5%,611.0%,-32.22%,-21.45%
2016/05/31,2016/04/30,0.10%,-0.29%,0.03%,0.11%,-1.10%,2.55%,1.27%,1.74%,1.35%,-0.09%,-3.05%,-3.41%,-3.93%,-2.54%,1.79%,-1.52%,100,120,91,119,137,224,315,217,282,250,33.48%,21.35%,59.08%,130.8%,128.2%,474.3%,186.7%,593.0%,-34.29%,-24.13%
2016/06/30,2016/05/31,-0.75%,1.75%,1.70%,-1.18%,0.18%,-0.04%,1.44%,1.82%,-1.88%,-1.13%,1.20%,0.31%,0.67%,0.43%,0.26%,0.33%,100,122,92,118,137,224,320,221,277,247,34.73%,20.04%,60.99%,131.5%,128.8%,476.2%,186.9%,595.9%,-33.50%,-23.90%
2016/07/31,2016/06/30,0.41%,-1.07%,0.70%,0.16%,1.49%,4.32%,2.53%,3.65%,4.49%,6.71%,0.93%,3.08%,0.78%,8.98%,3.96%,8.05%,100,120,93,118,139,233,328,229,289,264,36.19%,22.90%,62.48%,138.7%,137.9%,522.6%,198.6%,658.4%,-32.89%,-21.56%
2016/08/31,2016/07/31,0.15%,-0.31%,-0.67%,1.17%,-1.02%,-0.59%,0.42%,-0.36%,2.97%,0.80%,0.09%,2.71%,0.08%,4.12%,0.32%,3.31%,100,120,92,120,138,232,329,228,298,266,34.60%,24.60%,62.62%,145.1%,138.6%,543.2%,207.6%,689.6%,-32.83%,-19.43%
2016/09/30,2016/08/31,-0.32%,0.27%,-0.60%,0.34%,-0.40%,0.31%,0.45%,-0.31%,0.33%,-0.30%,-0.10%,-0.16%,-0.79%,1.33%,0.19%,1.38%,100,120,92,120,137,233,331,227,299,265,34.49%,23.84%,62.46%,144.7%,139.1%,552.0%,211.2%,700.1%,-32.89%,-19.55%
2016/10/31,2016/09/30,0.55%,-0.19%,0.00%,-0.39%,-0.52%,-3.08%,-1.82%,-1.88%,-1.17%,-3.34%,-2.65%,-1.97%,-3.17%,-7.72%,-2.12%,-7.12%,100,120,92,120,136,225,325,223,295,256,33.05%,23.52%,58.16%,139.9%,134.0%,505.6%,195.7%,638.4%,-34.67%,-21.14%
2016/11/30,2016/10/31,0.48%,0.92%,-0.61%,1.43%,-1.67%,3.20%,5.23%,3.12%,8.02%,4.32%,-3.46%,-0.45%,-2.81%,8.46%,4.59%,8.59%,101,121,91,121,134,233,342,230,319,267,30.19%,24.91%,52.69%,138.8%,144.7%,557.6%,207.5%,700.8%,-36.93%,-21.50%
2016/12/31,2016/11/30,-0.52%,1.08%,0.40%,-0.32%,-0.65%,1.24%,2.50%,2.20%,2.11%,1.51%,-1.06%,-0.83%,-0.59%,1.59%,1.94%,1.84%,100,123,91,121,133,235,350,235,326,271,30.03%,25.24%,51.08%,136.9%,149.5%,569.7%,207.2%,713.6%,-37.60%,-22.14%
2017/01/31,2016/12/31,1.67%,-1.14%,-0.70%,-0.73%,0.99%,3.75%,1.24%,1.46%,0.44%,2.99%,0.45%,1.42%,1.10%,3.23%,1.89%,2.80%,102,121,91,120,135,244,355,238,327,280,29.15%,24.29%,51.76%,140.2%,154.2%,588.5%,210.0%,739.9%,-37.31%,-21.04%
2017/02/28,2017/01/31,-0.77%,1.17%,-0.48%,0.62%,-1.72%,3.27%,5.14%,2.78%,3.40%,2.51%,-3.30%,-2.78%,-3.27%,-0.70%,3.64%,0.14%,101,123,90,121,132,252,373,245,338,287,27.91%,23.35%,46.76%,133.5%,163.5%,589.4%,199.1%,734.0%,-39.38%,-23.24%
2017/03/31,2017/02/28,0.02%,0.05%,-0.27%,-0.30%,-0.03%,0.67%,0.72%,-0.75%,-0.91%,0.68%,-0.78%,-0.27%,-1.69%,-0.11%,0.13%,-0.03%,101,123,90,120,132,254,376,243,335,289,27.84%,23.37%,45.61%,132.9%,163.8%,589.3%,198.6%,733.1%,-39.85%,-23.44%
2017/04/30,2017/03/31,1.06%,-0.47%,0.20%,-1.32%,-1.98%,2.64%,0.85%,0.95%,-0.65%,-0.97%,-2.55%,-2.47%,-3.12%,-1.48%,1.11%,-0.74%,102,122,90,119,130,261,379,245,333,286,23.95%,18.91%,41.89%,127.2%,166.7%,584.2%,193.1%,720.8%,-41.39%,-25.33%
2017/05/31,2017/04/30,0.20%,-0.21%,-0.34%,-0.64%,-1.09%,2.20%,1.19%,0.83%,-0.76%,-0.30%,-2.59%,-3.08%,-3.41%,-4.64%,1.06%,-3.71%,103,122,90,118,128,266,383,247,331,285,22.34%,15.95%,38.22%,120.2%,169.6%,558.8%,179.1%,682.7%,-42.90%,-27.64%
2017/06/30,2017/05/31,-0.06%,0.43%,-0.40%,0.50%,0.75%,0.47%,1.30%,0.19%,1.65%,1.57%,0.65%,2.58%,1.26%,6.02%,0.90%,5.24%,103,122,90,119,129,268,388,248,336,289,23.33%,17.22%,39.13%,125.8%,172.0%,593.3%,191.3%,729.8%,-42.53%,-25.77%
2017/07/31,2017/06/30,0.70%,-0.85%,-0.27%,-0.64%,0.61%,2.98%,1.00%,1.66%,1.19%,2.15%,-1.28%,-1.97%,-1.73%,-1.69%,1.93%,-1.10%,103,121,89,118,130,276,392,252,340,296,23.21%,16.25%,37.35%,121.4%,177.2%,585.7%,182.5%,715.9%,-43.26%,-27.23%
2017/08/31,2017/07/31,-0.14%,0.40%,0.59%,-0.88%,-1.17%,0.65%,0.35%,1.39%,-1.00%,-2.23%,-0.70%,-2.24%,-1.05%,-3.72%,0.26%,-3.05%,103,122,90,117,128,277,394,255,337,289,21.95%,12.91%,36.40%,116.4%,177.9%,564.8%,173.1%,685.5%,-43.66%,-28.86%
2017/09/30,2017/08/31,-0.14%,0.87%,-0.57%,-0.13%,-0.50%,1.88%,3.94%,1.39%,3.14%,2.83%,2.03%,3.81%,2.61%,10.39%,2.47%,9.25%,103,123,89,117,128,283,409,259,347,297,21.52%,13.98%,39.17%,124.7%,184.8%,626.3%,191.7%,767.2%,-42.51%,-26.15%
2017/10/31,2017/09/30,1.10%,-0.70%,0.04%,-1.03%,-2.93%,3.82%,1.75%,2.49%,1.23%,-1.89%,-0.94%,-2.37%,-0.83%,-1.62%,2.24%,-0.91%,104,122,89,116,124,293,416,265,351,292,16.62%,7.47%,37.86%,119.4%,191.2%,619.7%,182.5%,753.1%,-43.05%,-27.90%
2017/11/30,2017/10/31,-0.72%,0.45%,0.23%,0.43%,-0.98%,2.79%,3.78%,3.41%,3.40%,2.12%,0.76%,1.47%,0.84%,4.35%,3.22%,3.91%,103,122,90,116,123,302,432,274,363,298,16.31%,6.76%,38.92%,122.6%,200.6%,647.9%,184.4%,790.2%,-42.62%,-26.84%
2017/12/31,2017/11/30,-0.48%,0.17%,-0.64%,0.81%,0.18%,0.67%,1.27%,0.63%,1.94%,1.70%,0.65%,2.25%,0.80%,2.94%,1.10%,2.27%,103,123,89,117,123,304,438,276,370,303,17.08%,7.86%,39.81%,127.6%,203.8%,664.9%,187.8%,816.4%,-42.25%,-25.19%
2018/01/31,2017/12/31,1.95%,-2.32%,-1.07%,-1.93%,-1.17%,8.67%,3.85%,4.48%,2.75%,2.70%,1.39%,0.13%,1.39%,3.20%,5.34%,3.16%,105,120,88,115,122,330,454,289,381,311,13.42%,1.43%,41.76%,127.9%,220.1%,689.0%,181.5%,845.8%,-41.45%,-25.10%
2018/02/28,2018/01/31,2.06%,-1.12%,-1.55%,-1.81%,-2.13%,-1.62%,-4.69%,-4.81%,-5.43%,-6.24%,1.16%,-0.75%,0.37%,-5.02%,-3.65%,-4.80%,107,119,87,113,119,325,433,275,360,292,8.66%,-3.26%,43.40%,126.2%,208.4%,651.2%,178.3%,798.3%,-40.76%,-25.66%
2018/03/31,2018/02/28,0.40%,0.59%,0.56%,0.13%,-0.28%,-2.68%,-1.24%,-1.04%,-1.98%,-1.82%,-1.65%,-0.96%,-1.59%,-0.01%,-1.98%,0.28%,107,119,87,113,119,316,428,272,353,286,7.92%,-2.43%,41.04%,124.0%,202.3%,653.3%,184.5%,798.2%,-41.74%,-26.37%
2018/04/30,2018/03/31,0.72%,-0.93%,0.33%,-0.80%,-1.13%,0.99%,-0.24%,0.76%,-0.25%,-0.77%,0.87%,0.83%,-0.02%,1.18%,0.43%,0.93%,108,118,88,112,117,319,427,274,352,284,5.92%,-4.14%,42.27%,125.9%,203.6%,660.3%,186.0%,808.8%,-41.23%,-25.76%
2018/05/31,2018/04/30,1.09%,-1.98%,-1.60%,-0.25%,1.04%,4.75%,0.93%,1.72%,1.48%,2.85%,0.94%,-0.32%,-0.47%,4.82%,2.78%,4.92%,109,116,86,112,118,334,431,279,357,292,5.87%,-5.96%,43.61%,125.1%,212.0%,697.7%,192.1%,852.6%,-40.68%,-26.00%
2018/06/30,2018/05/31,-0.57%,-0.31%,1.15%,0.49%,0.37%,0.28%,0.69%,1.24%,0.95%,1.75%,-1.73%,-0.76%,-2.69%,0.29%,0.75%,0.52%,109,115,87,112,119,335,434,282,360,297,6.86%,-4.57%,41.13%,123.4%,214.4%,701.9%,191.4%,855.4%,-41.71%,-26.56%
2018/07/31,2018/06/30,-1.18%,0.71%,0.62%,0.46%,0.67%,2.27%,4.38%,3.59%,3.89%,3.83%,-3.09%,-2.51%,-4.09%,-1.62%,3.27%,-0.86%,108,116,88,113,120,343,453,292,375,309,8.83%,-3.08%,36.77%,117.8%,224.7%,694.9%,179.4%,840.0%,-43.50%,-28.41%
2018/08/31,2018/07/31,0.20%,-0.90%,-0.02%,-0.30%,-0.92%,6.09%,1.69%,2.72%,1.47%,0.66%,-0.95%,-3.16%,-0.94%,0.76%,3.55%,1.71%,108,115,88,112,119,364,460,300,380,311,7.61%,-8.34%,35.47%,110.9%,236.2%,708.5%,174.2%,847.2%,-44.04%,-30.67%
2018/09/30,2018/08/31,-0.49%,0.65%,0.25%,-0.77%,0.24%,0.27%,0.53%,0.13%,-1.01%,-0.03%,0.30%,0.81%,-0.58%,-1.55%,0.10%,-1.79%,107,116,88,111,119,365,463,300,376,311,8.39%,-8.61%,35.88%,112.6%,236.6%,694.1%,169.0%,832.5%,-43.87%,-30.11%
2018/10/31,2018/09/30,0.91%,1.42%,0.36%,1.01%,-1.66%,-9.12%,-4.93%,-5.93%,-6.16%,-8.83%,-1.46%,-0.32%,-1.11%,-10.94%,-7.27%,-10.84%,108,118,88,113,117,331,440,283,353,283,5.61%,-8.35%,33.89%,111.9%,212.1%,608.0%,159.4%,730.5%,-44.69%,-30.33%
2018/11/30,2018/10/31,-0.93%,2.10%,0.64%,0.64%,-2.02%,0.87%,4.06%,2.44%,2.72%,0.08%,-3.85%,-3.27%,-5.71%,-3.60%,1.99%,-2.62%,107,120,89,113,115,334,458,290,363,283,4.45%,-9.07%,28.74%,105.0%,218.3%,589.4%,147.4%,700.6%,-46.82%,-32.62%
2018/12/31,2018/11/30,0.92%,-0.60%,0.22%,-2.28%,-0.49%,-8.39%,-9.49%,-8.79%,-11.96%,-11.26%,-5.13%,-5.77%,-6.69%,-18.25%,-9.28%,-16.52%,108,119,89,111,114,306,414,264,319,251,2.98%,-11.69%,22.14%,93.18%,188.8%,475.5%,129.5%,554.4%,-49.55%,-36.50%
2019/01/31,2018/12/31,0.19%,-1.42%,0.41%,0.28%,1.80%,7.98%,7.43%,9.28%,11.63%,13.24%,4.16%,8.88%,5.49%,22.10%,8.72%,19.43%,108,118,89,111,116,331,445,289,356,285,4.64%,-7.04%,27.23%,110.3%,214.0%,587.3%,154.1%,699.0%,-47.45%,-30.86%
2019/02/28,2019/01/31,-0.71%,1.26%,-1.24%,0.14%,-1.50%,3.79%,3.94%,1.93%,3.31%,2.14%,0.74%,0.37%,0.04%,5.11%,3.43%,5.00%,108,119,88,111,114,343,463,294,368,291,3.82%,-8.58%,28.17%,111.1%,224.7%,621.7%,158.1%,739.9%,-47.06%,-30.61%
2019/03/31,2019/02/28,-0.12%,-0.04%,-0.55%,-0.28%,0.42%,3.09%,0.33%,0.02%,-0.65%,0.95%,-0.83%,-0.94%,-0.82%,-1.63%,1.41%,-1.35%,107,119,88,111,115,354,464,294,366,294,4.38%,-10.54%,27.10%,109.1%,229.3%,612.0%,151.0%,726.2%,-47.50%,-31.26%
2019/04/30,2019/03/31,0.64%,-1.00%,-0.91%,-0.90%,0.91%,4.19%,3.51%,3.56%,4.22%,5.56%,-3.70%,-2.02%,-4.51%,0.57%,4.02%,1.17%,108,118,87,110,116,369,480,305,381,310,4.66%,-9.32%,22.40%,104.9%,242.5%,620.4%,143.9%,730.9%,-49.44%,-32.64%
2019/05/31,2019/04/30,-0.32%,0.62%,1.66%,0.08%,2.74%,-5.90%,-6.40%,-6.37%,-8.28%,-6.82%,0.90%,-3.48%,2.01%,-10.93%,-6.47%,-9.88%,108,119,88,110,119,347,450,285,350,289,7.87%,-10.15%,23.50%,97.79%,220.4%,549.2%,135.5%,640.1%,-48.99%,-34.99%
2019/06/30,2019/05/31,-0.41%,-0.07%,-0.07%,-0.11%,0.02%,7.16%,6.01%,6.54%,7.52%,7.31%,-4.87%,-3.24%,-7.01%,2.57%,6.83%,3.55%,107,119,88,110,119,372,477,304,376,310,8.34%,-10.02%,17.48%,91.39%,242.2%,572.2%,127.8%,659.2%,-51.47%,-37.09%
2019/07/31,2019/06/30,-0.34%,0.39%,0.74%,0.37%,1.81%,1.58%,1.35%,1.25%,1.18%,1.86%,-1.16%,-2.58%,-0.91%,-2.57%,1.45%,-1.80%,107,119,89,110,121,377,483,308,380,316,10.66%,-9.77%,16.12%,86.44%,247.2%,560.1%,120.4%,639.7%,-52.04%,-38.72%
2019/08/31,2019/07/31,-0.54%,0.56%,1.39%,0.02%,-1.77%,-0.70%,-2.16%,-3.62%,-4.08%,-6.91%,0.94%,-2.63%,0.78%,-7.02%,-2.11%,-6.23%,106,120,90,110,119,375,473,297,365,294,9.30%,-15.38%,17.21%,81.54%,239.9%,519.0%,111.3%,587.7%,-51.59%,-40.33%
2019/09/30,2019/08/31,0.97%,0.81%,-0.52%,-0.05%,2.73%,-0.16%,3.20%,2.60%,3.90%,6.35%,1.74%,5.64%,1.67%,6.29%,1.76%,4.60%,107,121,90,110,122,374,488,304,379,313,11.22%,-9.87%,19.25%,91.79%,245.8%,547.4%,117.3%,631.0%,-50.74%,-36.96%
2019/10/31,2019/09/30,-0.39%,0.70%,0.28%,-0.02%,-4.32%,2.47%,2.43%,2.20%,1.70%,-1.88%,-4.06%,-3.79%,-5.99%,-2.95%,2.20%,-1.81%,107,121,90,110,117,384,500,311,386,307,6.86%,-13.79%,14.41%,84.53%,253.4%,535.7%,108.6%,609.4%,-52.74%,-39.35%
2019/11/30,2019/10/31,-0.52%,0.13%,-0.52%,0.33%,-0.67%,3.75%,3.38%,3.32%,4.54%,5.51%,-3.66%,-2.13%,-4.92%,1.95%,3.75%,2.59%,106,122,89,111,116,398,517,321,403,324,6.69%,-12.28%,10.22%,80.60%,266.7%,552.1%,106.2%,623.3%,-54.47%,-40.64%
2019/12/31,2019/11/30,0.58%,-0.05%,0.20%,-1.55%,-1.30%,2.89%,2.80%,3.39%,1.82%,3.18%,1.04%,3.02%,1.19%,7.02%,2.79%,6.12%,107,122,90,109,115,409,531,332,410,334,4.68%,-12.01%,11.36%,86.05%,276.9%,592.0%,113.0%,674.1%,-54.00%,-38.84%
2020/01/31,2019/12/31,-0.24%,-0.88%,-0.00%,-1.28%,3.68%,2.39%,-2.62%,-1.46%,-2.79%,-0.66%,3.72%,1.48%,5.08%,0.93%,0.06%,0.48%,107,120,90,107,119,419,517,327,399,332,8.78%,-14.70%,15.51%,88.80%,277.2%,595.4%,113.9%,681.3%,-52.29%,-37.94%
2020/02/29,2020/01/31,1.30%,-3.26%,-1.06%,-0.01%,-3.08%,-6.98%,-9.82%,-8.54%,-8.19%,-9.43%,-0.19%,0.01%,-0.83%,-7.12%,-8.00%,-7.12%,108,117,89,107,115,390,466,299,366,300,4.01%,-16.79%,15.29%,88.82%,247.0%,545.9%,115.8%,625.6%,-52.38%,-37.94%
2020/03/31,2020/02/29,-1.18%,0.50%,-3.05%,-3.95%,-8.21%,-10.33%,-12.90%,-18.85%,-20.44%,-29.16%,-1.67%,-8.65%,-6.09%,-29.30%,-13.57%,-26.71%,107,117,86,103,106,350,406,243,291,213,-3.30%,-32.45%,13.37%,72.48%,199.9%,373.4%,87.48%,413.0%,-53.17%,-43.31%
2020/04/30,2020/03/31,0.76%,-0.47%,-1.27%,0.38%,-3.01%,13.84%,11.99%,11.95%,15.42%,13.77%,5.87%,8.22%,7.41%,26.04%,13.44%,23.57%,108,117,85,104,103,398,455,272,336,242,-6.95%,-32.50%,20.03%,86.65%,240.2%,484.9%,106.5%,546.5%,-50.42%,-38.65%
2020/05/31,2020/04/30,-0.98%,-0.16%,-0.55%,0.93%,-1.75%,5.82%,4.61%,4.93%,6.01%,1.95%,0.89%,-0.44%,1.22%,8.53%,5.40%,8.66%,107,116,84,105,101,421,476,285,356,247,-7.66%,-35.11%,21.09%,85.83%,258.6%,535.6%,113.2%,601.7%,-49.98%,-38.92%
